source_hotspot_area,contribution_hotspot_area,overlap_area,overlap_ratio,source_only_area,contribution_only_area,source_hotspot_sum,contribution_hotspot_sum
918,126,71,0.07297019527235347,847,55,89.53999999999948,1253.4387973148312
