date,crop_daily_share,impervious_daily_share,crop_daily_total_prior,impervious_daily_total_prior,daily_total_prior
2023-04-20,0.003531145299973868,0.004250977782457565,0.25014633305014883,0.07949328453195648,0.3296396175821053
2023-04-21,0.002862743730933441,0.003373353119276284,0.20279676589932497,0.06308170333046652,0.26587846922979147
2023-04-22,0.0028290802631442606,0.003367197247581214,0.20041204584113942,0.0629665885297687,0.26337863437090814
2023-04-23,0.007002644160395823,0.009458435317758094,0.4960673123224401,0.17687274044207638,0.6729400527645165
2023-04-24,0.004445596303731966,0.005465241742839898,0.3149260421563725,0.10220002059110611,0.4171260627474786
2023-04-25,0.0039070187863243285,0.00478620417852603,0.27677321082321543,0.08950201813843678,0.3662752289616522
2023-04-26,0.003162927119039393,0.0037658408136208494,0.22406175711275061,0.0704212232147099,0.2944829803274605
2023-04-27,0.0027195819877926354,0.0031836973552152887,0.1926551880152303,0.059535140542525906,0.2521903285577562
2023-04-28,0.0026743930740503394,0.0031241499938358757,0.18945400536572604,0.05842160488473088,0.24787561025045693
2023-04-29,0.006486820242948563,0.00581490239132796,0.4595263460104762,0.10873867471783287,0.5682650207283091
2023-04-30,0.004566129098476333,0.0030508472293299103,0.3234645853360635,0.057050843188469334,0.3805154285245328
2023-05-01,0.004123395437145617,0.0024932459869022546,0.2921013327673955,0.04662369995507217,0.3387250327224677
2023-05-02,0.0040167361324275255,0.0023530836376975564,0.28454558762116594,0.044002664024944314,0.32854825164611023
2023-05-03,0.0040675571437206355,0.0024196305678313183,0.2881457480611698,0.04524709161844566,0.33339283967961547
2023-05-04,0.003954229096364328,0.002270748269183101,0.280117589186449,0.042462992633723995,0.322580581820173
2023-05-05,0.003884607481267833,0.0021792471148300457,0.2751855939730133,0.04075192104732186,0.3159375150203351
2023-05-06,0.018337965212465605,0.0238522384035918,1.2990614556510636,0.4460368581471667,1.7450983137982303
2023-05-07,0.010571366814955746,0.011318559195555697,0.7488756251714651,0.21165705695689158,0.9605326821283566
2023-05-08,0.00668605027408594,0.00585587147791055,0.47363980141624806,0.1095047966369273,0.5831445980531753
2023-05-09,0.006078747211081056,0.005063844144911209,0.430618452432982,0.09469388550983963,0.5253123379428216
2023-05-10,0.009021009349340914,0.009431868423880361,0.6390483023073104,0.17637593952656277,0.8154242418338731
2023-05-11,0.008316895390313151,0.00825452272291746,0.5891688694497836,0.15435957491855654,0.7435284443683402
2023-05-12,0.005985601150222166,0.004938962207328747,0.4240199854817383,0.09235859327704758,0.5163785787587859
2023-05-13,0.005441480059984346,0.004222255706403249,0.3854744474492911,0.07895618170974077,0.4644306291590319
2023-05-14,0.005249622661387794,0.003975583802148065,0.3718832693327114,0.07434341710016884,0.4462266864328802
2023-05-15,0.004889894038873568,0.0034983683136470627,0.3464000937138036,0.06541948746520009,0.4118195811790037
2023-05-16,0.004854696344302716,0.00345223084944793,0.34390668903040444,0.0645567168846763,0.40846340591508074
2023-05-17,0.005907758566621737,0.004957201466528765,0.4185056168594839,0.09269966742408792,0.5112052842835718
2023-05-18,0.00525653563236952,0.0040514179923878246,0.37237298419705683,0.07576151645765233,0.44813450065470917
2023-05-19,0.004650327594800373,0.0031842746889812097,0.32942920681565846,0.05954593668394863,0.3889751434996071
2023-05-20,0.005194092359012807,0.004010612733751582,0.3679495027124673,0.0749984581211546,0.44294796083362187
2023-05-21,0.006538876830046984,0.005926665081312991,0.4632140346405284,0.11082863702055296,0.5740426716610814
2023-05-22,0.006037420244589938,0.00518171359261436,0.4276908501267512,0.09689804418188853,0.5245888943086398
2023-05-23,0.004716231112263157,0.003271374010098786,0.33409781199272204,0.061174693988847305,0.3952725059815693
2023-05-24,0.004734769249314481,0.003321469432847022,0.33541105362143786,0.062111478394239326,0.39752253201567717
2023-05-25,0.006123855443336607,0.005497759763035726,0.43381391960596527,0.1028081075687681,0.5366220271747334
2023-05-26,0.004551621388258219,0.003058503097410623,0.3224368591442122,0.05719400792157866,0.37963086706579086
2023-05-27,0.004177424872291847,0.0025650525476944397,0.2959287779531545,0.04796648264188603,0.3438952605950405
2023-05-28,0.004078148622466804,0.00243500819578986,0.2888960484155484,0.04553465326127039,0.33443070167681876
2023-05-29,0.004007264659332113,0.0023422446933986083,0.2838746284670869,0.043799975766553985,0.32767460423364086
2023-05-30,0.0038750671295689765,0.002169023027529422,0.2745097554586663,0.04056073061480019,0.3150704860734665
2023-05-31,0.0038303371728250417,0.002110618358750137,0.27134108532292595,0.03946856330862757,0.3108096486315535
2023-06-01,0.0037453959253776438,0.002030463260515112,0.2653238473537523,0.037969662971632595,0.3032935103253849
2023-06-02,0.003731197033559221,0.0020121619550860837,0.26431799785733523,0.03762742856010977,0.301945426417445
2023-06-03,0.006129430951670477,0.008396216834401025,0.4342088886163366,0.1570092548032992,0.5912181434196357
2023-06-04,0.005051480337409161,0.006541916824589055,0.357846867102065,0.12233384461981535,0.4801807117218803
2023-06-05,0.0025046379001641816,0.00295918096916209,0.17742854884763062,0.05533668412333109,0.23276523297096172
2023-06-06,0.00224737946853066,0.0026219254721217716,0.15920436155071196,0.049030006328677135,0.2082343678793891
2023-06-07,0.0025881153043711435,0.003169287212716198,0.18334208816165182,0.059265670877792914,0.24260775903944473
2023-06-08,0.0022383042874840014,0.0026338675037032443,0.15856147572536666,0.04925332231925068,0.20781479804461733
2023-06-09,0.0022881513355916937,0.0027278631173819306,0.1620926406133156,0.05101104029504211,0.2131036809083577
2023-06-10,0.0021632319206316484,0.002536231861992564,0.15324334925754599,0.04742753581926096,0.20067088507680694
2023-06-11,0.0018618084323869179,0.002118068176872253,0.13189050935028926,0.03960787490751114,0.1714983842578004
2023-06-12,0.0017311678972475415,0.001947087241228594,0.12263593384101584,0.036410531410974716,0.15904646525199057
2023-06-13,0.0018455324915307501,0.00209768982240548,0.13073752170003836,0.03922679967898248,0.16996432137902084
2023-06-14,0.0018973367123618417,0.002194326344409333,0.13440733270371288,0.041033902640454534,0.17544123534416742
2023-06-15,0.0018334515237863893,0.002082873912254049,0.12988170594502782,0.03894974215915072,0.16883144810417855
2023-06-16,0.0023903234403629707,0.002906372085015078,0.16933051251531284,0.05434915798978197,0.2236796705050948
2023-06-17,0.007414090341495656,0.010469837318654193,0.5252141597915523,0.19578595785883343,0.7210001176503857
2023-06-18,0.008847063815350298,0.012282136088968014,0.6267260006794152,0.2296759448637019,0.8564019455431171
2023-06-19,0.002873698244687042,0.00346834417853786,0.20357278365363007,0.06485803613865798,0.26843081979228806
2023-06-20,0.0022058342565767636,0.0025795808670488756,0.15626129873589795,0.04823816221381398,0.20449946094971194
2023-06-21,0.0019427564261066193,0.0022297842726714916,0.1376248652253929,0.0416969658989569,0.1793218311243498
2023-06-22,0.002646248168112164,0.003284159921902295,0.1874602202290657,0.061413790539572924,0.24887401076863863
2023-06-23,0.004106639632083591,0.005418927261747363,0.29091435153680156,0.1013339397946757,0.39224829133147726
2023-06-24,0.0052313702340277095,0.0068957816986017426,0.37059026737852296,0.1289511177638526,0.49954138514237556
2023-06-25,0.0025859867209066154,0.003094481968934728,0.18319129930902464,0.057866812819079426,0.24105811212810407
2023-06-26,0.0025871355118403726,0.003147805561634028,0.183272679658772,0.058863964002556335,0.24213664366132834
2023-06-27,0.0021571426841541005,0.00252530375229484,0.1528119877454765,0.04722318016791352,0.20003516791339002
2023-06-28,0.0019389709738759876,0.0022294174984496973,0.13735670378937498,0.04169010722100935,0.17904681101038433
2023-06-29,0.0036717458840667874,0.0019486083919830453,0.26010647842729123,0.03643897693008295,0.2965454553573742
2023-06-30,0.003702274020967367,0.0019893925629101378,0.2622690916453283,0.03720164092641958,0.2994707325717479
2023-07-01,0.004460512614377217,0.0033411374306567764,0.3159827136024821,0.06247926995328173,0.3784619835557638
2023-07-02,0.00332353366547373,0.0015785166341334281,0.23543912486215904,0.029518261058295112,0.26495738592045415
2023-07-03,0.003390611430384945,0.001692877603582207,0.2401909137284695,0.03165681118698727,0.2718477249154568
2023-07-04,0.0032530720638631314,0.0014875429644698045,0.23044762500406424,0.027817053435585347,0.25826467843964956
2023-07-05,0.0032943706118065607,0.001542516224448584,0.23337321414037676,0.028845053397188524,0.2622182675375653
2023-07-06,0.0031649770300549466,0.0013734659777944547,0.22420697280909244,0.02568381378475631,0.24989078659384875
2023-07-07,0.0030924392653851785,0.0012790486738681267,0.21906839755988605,0.023918210201333973,0.24298660776122002
2023-07-08,0.003113953282223595,0.0013080837823259857,0.22059245051271947,0.024461166729495935,0.24505361724221542
2023-07-09,0.0030391678456882735,0.0012107350709323367,0.2152946501885573,0.0226407458264347,0.237935396014992
2023-07-10,0.003075939344102434,0.0012598138101783118,0.21789954313621643,0.023558518250334434,0.24145806138655085
2023-07-11,0.0029726538499104884,0.0011250764783050616,0.210582798727659,0.021038930144304656,0.23162172887196367
2023-07-12,0.0029831148006630127,0.001139639842668191,0.21132385247896782,0.021311265057895178,0.232635117536863
2023-07-13,0.002916970995050271,0.001053667704604192,0.2066382252893612,0.019703586076098394,0.2263418113654596
2023-07-14,0.002879245019539779,0.0010050019594654198,0.20396571718419795,0.018793536642003353,0.22275925382620132
2023-07-15,0.002983113190100877,0.0011600873666496511,0.21132373838674612,0.02169363375634848,0.2330173721430946
2023-07-16,0.006411272665929503,0.006187215195967586,0.45417455565444603,0.11570092416459388,0.56987547981904
2023-07-17,0.004395947434618421,0.0029982680889760085,0.311408916268369,0.05606761326385137,0.3674765295322203
2023-07-18,0.00470525053206897,0.003699196867215273,0.3333199476917658,0.06917498141692562,0.40249492910869145
2023-07-19,0.004041986175358159,0.0025763754806046742,0.28633430066237203,0.04817822148730742,0.33451252214967947
2023-07-20,0.003523970264422366,0.0018615695833786986,0.24963805353168042,0.03481135120918167,0.2844494047408621
2023-07-21,0.0032008874226030757,0.0014333071164044462,0.2267508650172019,0.026802843076763148,0.25355370809396505
2023-07-22,0.00311703943510263,0.001324160911638603,0.22081107358267033,0.02476180904764188,0.2455728826303122
2023-07-23,0.003022233601256721,0.0012006381825184595,0.21409502831302613,0.022451934013095195,0.23654696232612132
2023-07-24,0.0029952371252089513,0.0011661206148512468,0.21218259794980213,0.02180645549771832,0.23398905344752044
2023-07-25,0.002955096579630884,0.0011143565640431325,0.20933904170105183,0.02083846774760658,0.23017750944865842
2023-07-26,0.002877745344104805,0.0010137583180569586,0.20385948017638442,0.01895728054766513,0.22281676072404955
2023-07-27,0.002815695190196006,0.000933247302900437,0.19946384727348507,0.017451724564238175,0.21691557183772325
2023-07-28,0.002873968788010592,0.0010106654975645124,0.20359194894267033,0.018899444804456385,0.2224913937471267
2023-07-29,0.0028622150317549164,0.0009961767989017675,0.2027593128495183,0.018628506139463055,0.22138781898898136
2023-07-30,0.006230981893789695,0.006134669000340742,0.441402757356062,0.11471831030637189,0.5561210676624339
2023-07-31,0.0031603018226640414,0.0013893028384565744,0.2238757811175207,0.025979963079137944,0.24985574419665865
2023-08-01,0.004416692845686054,0.0030432877904060626,0.3128785211884001,0.05690948168059338,0.3697880028689935
2023-08-02,0.003748750652935516,0.002001340546989028,0.265561496253952,0.03742506822869483,0.3029865644826468
2023-08-03,0.0015347878686849852,0.001652249286011518,0.10872437261764435,0.03089706164841539,0.13962143426605975
2023-08-04,0.0013785709775149654,0.0014481709027177735,0.09765796804716015,0.027080795880822368,0.12473876392798251
2023-08-05,0.0013798802323195805,0.0014508476287259234,0.09775071565751908,0.02713085065717477,0.12488156631469385
2023-08-06,0.001335236826728305,0.0013932132467010655,0.09458817680543313,0.026053087713309928,0.12064126451874306
2023-08-07,0.0013168441506709527,0.0013700344214313408,0.09328523963353029,0.025619643680766076,0.11890488331429637
2023-08-08,0.001403469457252226,0.0014846928876850814,0.09942177635174769,0.027763756999711026,0.1271855333514587
2023-08-09,0.0013887916576496085,0.0014766211290656746,0.09838200102789826,0.02761281511352812,0.12599481614142638
2023-08-10,0.005519625795144105,0.007715083746257669,0.39101029132800846,0.14427206605501844,0.5352823573830269
2023-08-11,0.0022417745612602915,0.002600647370018554,0.15880730991967906,0.048632105819346974,0.20743941573902602
2023-08-12,0.004235042542449869,0.005545110583783302,0.30001041370714876,0.10369356791674776,0.40370398162389654
2023-08-13,0.004078743402091708,0.005333260478156939,0.28893818260417664,0.09973197094153477,0.38867015354571144
2023-08-14,0.0028852022330298275,0.0035401019288485397,0.204387726187833,0.0661999060694677,0.2705876322573007
2023-08-15,0.002400714276013527,0.0028975026662989116,0.17006659931279827,0.05418329985978965,0.22424989917258792
2023-08-16,0.0020269361870286708,0.0023797506138850066,0.14358815948911105,0.04450133647964963,0.18808949596876068
2023-08-17,0.001612133246782991,0.0017825790684956918,0.11420351920210708,0.03333422858086944,0.1475377477829765
2023-08-18,0.0014601713016862816,0.0015687441561898368,0.1034385350114562,0.029335515720749952,0.13277405073220616
2023-08-19,0.0016061710017248386,0.0017996852428709732,0.11378115376218757,0.0336541140416872,0.14743526780387478
2023-08-20,0.004833988187977831,0.006732735516429179,0.3424397232363496,0.12590215415722567,0.46834187739357525
2023-08-21,0.0017544215844692934,0.001960368933466101,0.12428322504380475,0.0366588990558161,0.16094212409962083
2023-08-22,0.0024583942220182784,0.003025933932834161,0.17415264668777486,0.05658496454399881,0.23073761123177366
2023-08-23,0.004920004483200254,0.0068919540355469,0.34853311758990596,0.12887954046472705,0.477412658054633
2023-08-24,0.002019225329912226,0.002364465941141316,0.1430419223709821,0.044215513099342615,0.1872574354703247
2023-08-25,0.0016073888880292827,0.0017686093838689355,0.11386742882799439,0.0330729954783491,0.1469404243063435
2023-08-26,0.001573053541483705,0.0017270369847461828,0.11143511287870567,0.03229559161475362,0.1437307044934593
2023-08-27,0.005909083469184515,0.008354979127572947,0.41859947295703104,0.15623810968561413,0.5748375826426452
2023-08-28,0.006259533480612567,0.008575485393160946,0.4434253517665943,0.1603615768521097,0.603786928618704
2023-08-29,0.007681707793599067,0.010448125810194995,0.544172180098558,0.19537995265064645,0.7395521327492044
2023-08-30,0.0021461171799571615,0.0024803227830439904,0.15203094102816533,0.046382036042922625,0.19841297707108796
2023-08-31,0.0018529686049230608,0.0021015916002717207,0.13126429597274963,0.03929976292508118,0.17056405889783083
2023-09-01,0.0017469809056251783,0.002124641129179609,0.12375612735448764,0.03973078911565869,0.16348691647014635
2023-09-02,0.001346919695888423,0.001541643236214683,0.0954157912567359,0.028828728517214578,0.12424451977395047
2023-09-03,0.0012280965789401791,0.001386582132372762,0.0869983616521223,0.025929085875370652,0.11292744752749295
2023-09-04,0.0010917901856383003,0.0012085678673630653,0.0773424167506172,0.022600219119689326,0.09994263587030652
2023-09-05,0.0017492671829966741,0.0022079245516064888,0.1239180872434844,0.04128818911504135,0.16520627635852575
2023-09-06,0.0032469048160360236,0.004404605266190912,0.23001073716799192,0.08236611847777006,0.312376855645762
2023-09-07,0.0023036978232025664,0.0029220125595759046,0.1631939537956698,0.05464163486406942,0.21783558865973923
2023-09-08,0.0020809548145033544,0.0026663243749729952,0.14741483905941763,0.04986026581199502,0.19727510487141264
2023-09-09,0.0012595189098827495,0.0014330466465542172,0.08922431957609397,0.026797972290563864,0.11602229186665784
2023-09-10,0.0018178333160358351,0.002289428937071429,0.12877531210797857,0.042812321123235735,0.17158763323121431
2023-09-11,0.0011644356630891113,0.0013099302400881112,0.08248862237323265,0.024495695489647685,0.10698431786288033
2023-09-12,0.0011574111420109146,0.0013015382478063797,0.0819910053000532,0.024338765233979303,0.1063297705340325
2023-09-13,0.0020432325206386445,0.0025826336237664525,0.14474259176204157,0.04829524876443267,0.19303784052647424
2023-09-14,0.0075726213583996276,0.010451961197302798,0.5364444970290296,0.19545167438956235,0.731896171418592
2023-09-15,0.010357158821229888,0.014258348298225074,0.7337011308959253,0.26663111317680893,1.0003322440727342
2023-09-16,0.0029230092847991294,0.003624664945077373,0.20706597773517035,0.06778123447294689,0.27484721220811725
