annual_source_map_sum,annual_source_map_max,annual_cell_contribution_sum,annual_cell_contribution_max,annual_accumulated_flux_sum,annual_accumulated_flux_max
89.53999999999948,1.2466666666666661,27.177908991999228,0.4962090231584566,1724.6187419071132,27.177908991998176
