date,obs,rain,runoff,p05,p25,p50,p75,p95,width_50,width_90,cover_90,season,all_days,rainfall_days,non_rainfall_days,high_runoff_days,peak_TP_days,low_runoff_high_TP_days
2023-01-26,0.086,0.0,300.0,0.06263021353389445,0.06781428717269314,0.06972986448945459,0.07323333262112756,0.07599676777510397,0.005419045448434426,0.013366554241209527,0,Winter,True,False,True,False,False,True
2023-01-27,0.091,0.0,250.0,0.06267766529137334,0.06624360149609712,0.0684039071825894,0.07083139689562812,0.074635620422678,0.004587795399530997,0.011957955131304668,0,Winter,True,False,True,False,False,True
2023-01-28,0.079,0.0,240.0,0.06189283064013991,0.06416109783360921,0.06676598300035232,0.06901227023500141,0.07299055367498256,0.004851172401392198,0.011097723034842646,0,Winter,True,False,True,False,False,False
2023-01-29,0.065,0.0,200.0,0.059304509976946446,0.06277386770730262,0.0651198123534325,0.06745157851371197,0.07245066151825746,0.0046777108064093575,0.013146151541311019,1,Winter,True,False,True,False,False,False
2023-01-30,0.07,0.0,370.0,0.05816515191077914,0.06218647245798631,0.06439285885738309,0.0671340917579771,0.07208188742271991,0.004947619299990796,0.013916735511940774,1,Winter,True,False,True,False,False,False
2023-01-31,0.066,0.0,730.0,0.05907925965471816,0.06330495346625159,0.0656619219418721,0.06829040634894482,0.07254228148351156,0.004985452882693225,0.013463021828793408,1,Winter,True,False,True,False,False,False
2023-02-01,0.066,0.0,400.0,0.05794170257637498,0.06136634129735455,0.06399330535404993,0.06745249206328438,0.07257359055745871,0.006086150765929832,0.014631887981083731,1,Winter,True,False,True,False,False,False
2023-02-02,0.07,0.0,300.0,0.05730559048345834,0.060196251232013484,0.0627308695369816,0.06537762542546836,0.06972951384457594,0.00518137419345488,0.012423923361117604,0,Winter,True,False,True,False,False,False
2023-02-03,0.077,0.0,530.0,0.0554455168550765,0.05970728483676158,0.06240790273517542,0.06523588263630672,0.06860005392059561,0.005528597799545142,0.013154537065519105,0,Winter,True,False,True,False,False,False
2023-02-04,0.077,7.0,650.0,0.07039683713519235,0.07354655426967668,0.07687898704648811,0.0799515304951336,0.08493249475040618,0.00640497622545691,0.014535657615213832,1,Winter,True,True,False,False,False,False
2023-02-05,0.123,25.0,4420.0,0.1273036429503257,0.13327899230879617,0.13863818569052855,0.14352163089166328,0.1490431205386093,0.010242638582867114,0.021739477588283596,0,Winter,True,True,False,True,True,False
2023-02-06,0.079,3.5,1370.0,0.07473441090563286,0.07987064819981522,0.08230354639438572,0.0853388960140237,0.08909908446866187,0.005468247814208474,0.014364673563029007,1,Winter,True,True,False,False,False,False
2023-02-07,0.084,7.1,2320.0,0.07240088409455446,0.07698795519652794,0.0803535816730122,0.08330007430614832,0.0874956313798018,0.006312119109620373,0.015094747285247345,1,Winter,True,True,False,False,False,False
2023-02-08,0.069,1.1,1380.0,0.05975300381028911,0.06284477351551658,0.06745087690224624,0.06970904654579532,0.07365165139282816,0.006864273030278742,0.013898647582539045,1,Winter,True,True,False,False,False,False
2023-02-09,0.068,2.8,1220.0,0.06133012473276244,0.06568275179828117,0.06912220361816705,0.07133282262669302,0.07538451596420631,0.005650070828411846,0.01405439123144387,1,Winter,True,True,False,False,False,False
2023-02-10,0.098,9.9,4130.0,0.08360490395943451,0.08879895671742513,0.09225385074706205,0.09488681466262623,0.09983643540425376,0.0060878579452011,0.016231531444819244,1,Winter,True,True,False,False,False,False
2023-02-11,0.09,5.7,3850.0,0.07579560819445731,0.08100087386665716,0.0832909163634578,0.0854575748797207,0.08911054689410346,0.00445670101306353,0.013314938699646145,0,Winter,True,True,False,False,False,False
2023-02-12,0.066,2.7,2410.0,0.06638432482104831,0.07076740554686967,0.07317364196349169,0.07537893815609362,0.07978671587440576,0.004611532609223951,0.013402391053357457,0,Winter,True,True,False,False,False,False
2023-02-13,0.089,3.9,2050.0,0.06672461848267204,0.07136312710750733,0.0736336899163029,0.07680726503205572,0.08060343381797404,0.005444137924548384,0.013878815335301997,0,Winter,True,True,False,False,False,False
2023-02-14,0.064,0.0,1320.0,0.062097259820952544,0.0648482612147892,0.06779479815110037,0.07046856460684087,0.07506328560787481,0.005620303392051662,0.01296602578692227,1,Winter,True,False,True,False,False,False
2023-02-15,0.067,0.0,1030.0,0.061747213289098615,0.06554891038838886,0.06822394089563386,0.07096543039779271,0.07481110833971004,0.005416520009403847,0.013063895050611424,1,Winter,True,False,True,False,False,False
2023-02-16,0.076,0.0,890.0,0.06269479150847851,0.06624073904298644,0.06920765161842593,0.07197064456877873,0.07642574057453157,0.005729905525792292,0.013730949066053058,1,Winter,True,False,True,False,False,False
2023-02-17,0.057,0.0,930.0,0.06310105978220473,0.06655261497138588,0.06994701728389748,0.07259812039210363,0.07784749110733025,0.006045505420717745,0.014746431325125514,0,Winter,True,False,True,False,False,False
2023-02-18,0.055,0.0,760.0,0.06247441355846091,0.06613697050949013,0.06916969122762498,0.07249412989834211,0.07541760833989125,0.0063571593888519795,0.012943194781430342,0,Winter,True,False,True,False,False,False
2023-02-19,0.058,0.0,560.0,0.06031766769806896,0.06452557249989178,0.06741224200668858,0.07138031770666342,0.0751815283296961,0.006854745206771637,0.014863860631627139,0,Winter,True,False,True,False,False,False
2023-02-20,0.054,0.0,500.0,0.05863565730742234,0.06304541151500195,0.06619251780023422,0.06983986432843098,0.07482462027708349,0.006794452813429025,0.01618896296966115,0,Winter,True,False,True,False,False,False
2023-02-21,0.061,0.0,480.0,0.05927479140987087,0.06220023261032255,0.06436663010465557,0.06753294525282665,0.07324499610654069,0.005332712642504095,0.013970204696669819,1,Winter,True,False,True,False,False,False
2023-02-22,0.059,0.0,460.0,0.0562231533980572,0.05987124673245005,0.06308531010058968,0.06568921959527503,0.0695138107704047,0.005817972862824983,0.01329065737234749,1,Winter,True,False,True,False,False,False
2023-02-23,0.055,0.0,870.0,0.05676857847352721,0.060401838713169835,0.06299178757043081,0.06575702014416207,0.07003086993779838,0.0053551814309922355,0.013262291464271166,0,Winter,True,False,True,False,False,False
2023-02-24,0.064,0.0,410.0,0.05405557584667945,0.057681844791521476,0.06011400317741793,0.06297273051556145,0.06744965338935198,0.005290885724039969,0.01339407754267253,1,Winter,True,False,True,False,False,False
2023-02-25,0.055,0.0,920.0,0.05394276210818699,0.056345247637626356,0.05988242155993566,0.06267947507432275,0.06765023530108653,0.006334227436696399,0.013707473192899541,1,Winter,True,False,True,False,False,False
2023-02-26,0.062,0.0,1230.0,0.053405961048310774,0.056461615291365855,0.05922880534869496,0.06170652758375097,0.06813713428702221,0.0052449122923851135,0.01473117323871144,1,Winter,True,False,True,False,False,False
2023-02-27,0.062,0.0,550.0,0.05381439580325461,0.058185352520883395,0.06198606200599432,0.06735457502069699,0.07359121066416577,0.009169222499813591,0.01977681486091116,1,Winter,True,False,True,False,False,False
2023-02-28,0.055,0.0,600.0,0.050410795322664265,0.05646385576842401,0.06241126578955632,0.06692877984729262,0.0724498035044564,0.010464924078868607,0.022039008181792136,1,Winter,True,False,True,False,False,False
2023-03-01,0.05,0.0,460.0,0.05532867626025011,0.06259383855010128,0.06695627932472126,0.07059516951239117,0.07828437343896709,0.008001330962289888,0.022955697178716976,0,Spring,True,False,True,False,False,False
2023-03-02,0.054,0.0,340.0,0.055607937726405064,0.06193346697495229,0.06712103278451922,0.07155483786935232,0.07762414424661203,0.00962137089440003,0.022016206520206964,0,Spring,True,False,True,False,False,False
2023-03-03,0.064,0.3,370.0,0.054011918249973215,0.062390594482825946,0.06688875674460418,0.07194360161176955,0.07587151187618489,0.009553007128943601,0.021859593626211676,1,Spring,True,True,False,False,False,False
2023-03-04,0.057,0.0,420.0,0.057598146690747976,0.06331797346905665,0.06638635790382125,0.07164817757835826,0.07853994513190542,0.008330204109301603,0.02094179844115744,0,Spring,True,False,True,False,False,False
2023-03-05,0.058,0.0,310.0,0.054696383633740575,0.061901971997219474,0.06625019100890378,0.07216220521783512,0.07782088297044146,0.010260233220615644,0.023124499336700882,1,Spring,True,False,True,False,False,False
2023-03-06,0.064,0.0,360.0,0.055263441693237006,0.06109082136135979,0.06560991236196301,0.06959657043981667,0.07568773393099054,0.008505749078456873,0.020424292237753536,1,Spring,True,False,True,False,False,False
2023-03-07,0.063,0.0,310.0,0.055925814387326245,0.06117467290484955,0.06492351805723207,0.07009467585407927,0.07426655836327069,0.008920002949229726,0.018340743975944443,1,Spring,True,False,True,False,False,False
2023-03-08,0.059,0.0,390.0,0.05502334227840647,0.06115440529283091,0.06503368476761237,0.07003401246133856,0.0765872407269961,0.00887960716850765,0.021563898448589636,1,Spring,True,False,True,False,False,False
2023-03-09,0.065,0.0,320.0,0.05270068600353686,0.059531994689854144,0.06404174254575995,0.0677692114952853,0.07488443755971255,0.008237216805431151,0.02218375155617569,1,Spring,True,False,True,False,False,False
2023-03-10,0.06,0.0,200.0,0.05325339358050645,0.056865482111112406,0.06339485898835115,0.0671270432113349,0.07101940581219832,0.0102615611002225,0.017766012231691865,1,Spring,True,False,True,False,False,False
2023-03-11,0.069,0.0,140.0,0.05075166714522075,0.05652144728463104,0.0616470937883982,0.0663432434045022,0.07224958450797057,0.009821796119871162,0.02149791736274982,1,Spring,True,False,True,False,False,False
2023-03-12,0.077,6.2,540.0,0.05862097146721033,0.06557704950791216,0.07062420973691838,0.07494720207028967,0.08139103575485276,0.009370152562377512,0.022770064287642437,1,Spring,True,True,False,False,False,False
2023-03-13,0.064,0.0,300.0,0.05187344936190202,0.0570385664099781,0.06188845861743939,0.06583298201301599,0.07152612285997981,0.00879441560303789,0.01965267349807779,1,Spring,True,False,True,False,False,False
2023-03-14,0.058,0.0,310.0,0.050036861412215965,0.054959775297685594,0.05975146016541816,0.06402478238343087,0.06908233844592154,0.009065007085745279,0.019045477033705578,1,Spring,True,False,True,False,False,False
2023-03-15,0.061,0.0,270.0,0.04744090495627135,0.05437678196987478,0.06009189874721624,0.06411372865955316,0.0684276760845707,0.00973694668967838,0.02098677112829935,1,Spring,True,False,True,False,False,False
2023-03-16,0.065,0.0,280.0,0.048087294304465004,0.0533727326789432,0.05786271228033441,0.062071927801926496,0.06878227264870572,0.008699195122983297,0.020694978344240715,1,Spring,True,False,True,False,False,False
2023-03-17,0.07,0.0,220.0,0.04835053035256339,0.053494582699209106,0.05712190573860983,0.06125229416699499,0.06864524875266532,0.007757711467785887,0.020294718400101934,0,Spring,True,False,True,False,False,False
2023-03-18,0.067,0.0,1800.0,0.051867122786305266,0.05881495561024556,0.0643664143098131,0.06764885124045628,0.07468812552848168,0.008833895630210718,0.022821002742176417,1,Spring,True,False,True,False,False,False
2023-03-19,0.063,0.0,2600.0,0.05606684989884681,0.06250324783878783,0.06755064290041221,0.07243996994839792,0.07776748901482428,0.009936722109610094,0.021700639115977464,1,Spring,True,False,True,False,False,False
2023-03-20,0.06,0.0,1660.0,0.05450186794280072,0.05893078213269687,0.06418285048219825,0.07014985612369816,0.0758736495152504,0.011219073991001291,0.021371781572449677,1,Spring,True,False,True,False,False,False
2023-03-21,0.069,0.0,1310.0,0.05189629268673653,0.056810107372855245,0.06260652043602305,0.0674695897473844,0.0737523656917037,0.010659482374529156,0.021856073004967162,1,Spring,True,False,True,False,False,False
2023-03-22,0.072,0.0,590.0,0.04990357836501439,0.055361996512304334,0.05941236950216015,0.06286383536313218,0.06822662141390896,0.007501838850827849,0.018323043048894573,0,Spring,True,False,True,False,False,False
2023-03-23,0.166,36.3,6500.0,0.13111883760743143,0.14238021171886242,0.14940326851291164,0.15792303733202434,0.16696010622661014,0.01554282561316192,0.03584126861917872,1,Spring,True,True,False,True,True,False
2023-03-24,0.183,63.0,26860.0,0.15473044043658474,0.17436362900662356,0.18554342358197992,0.19818009654807867,0.22351774227760102,0.02381646754145511,0.06878730184101628,1,Spring,True,True,False,True,True,False
2023-03-25,0.237,94.0,39220.0,0.18769178555565807,0.21451995947267283,0.23517982197745296,0.25351874108865347,0.28301150342839076,0.03899878161598064,0.09531971787273269,1,Spring,True,True,False,True,True,False
2023-03-26,0.075,5.7,20280.0,0.09365311935634783,0.10432538179799208,0.10970086819172742,0.11887547339264125,0.13195917680289052,0.014550091594649164,0.03830605744654268,0,Spring,True,True,False,True,False,False
2023-03-27,0.092,26.1,23480.0,0.08820739424865887,0.09883054089752069,0.10453405058241871,0.11137371346353943,0.12186978617389135,0.012543172566018737,0.03366239192523249,1,Spring,True,True,False,True,False,False
2023-03-28,0.078,6.9,14600.0,0.06573147955840342,0.07495068751962902,0.07987371389251782,0.08535224256583147,0.09199362378047073,0.010401555046202451,0.02626214422206731,1,Spring,True,True,False,True,False,False
2023-03-29,0.096,23.6,23280.0,0.07703341322824592,0.09061050530063945,0.09754927491146526,0.10225082533936346,0.11206376245046361,0.011640320038724006,0.03503034922221769,1,Spring,True,True,False,True,False,False
2023-03-30,0.092,9.3,18700.0,0.07149212988078242,0.07750264173714244,0.0830691728642283,0.08831073598411625,0.0933018329772339,0.010808094246973807,0.021809703096451485,1,Spring,True,True,False,True,False,False
2023-03-31,0.06,1.1,11780.0,0.05672759939366375,0.06474288223831952,0.06788426269142589,0.07414319977508078,0.07998521104193833,0.009400317536761266,0.023257611648274577,1,Spring,True,True,False,True,False,False
2023-04-01,0.059,1.7,8900.0,0.055029604420777985,0.06111939824079262,0.06384541163650956,0.06857411865073573,0.07500896443936687,0.007454720409943112,0.01997936001858889,1,Spring,True,True,False,True,False,False
2023-04-02,0.088,9.9,12010.0,0.06006779241545794,0.06860748674392954,0.07269934459358743,0.0763473238158581,0.08521425907711352,0.00773983707192856,0.025146466661655584,0,Spring,True,True,False,True,False,False
2023-04-03,0.072,2.1,8270.0,0.059690834266214625,0.06381766143465852,0.0662985623943648,0.06870465329619724,0.07296301998567022,0.0048869918615387226,0.013272185719455591,1,Spring,True,True,False,True,False,False
2023-04-04,0.154,60.8,26540.0,0.1188791930078512,0.13015854696696436,0.13767695812341324,0.1428732837002471,0.1535167728656438,0.012714736733282744,0.0346375798577926,0,Spring,True,True,False,True,True,False
2023-04-05,0.136,26.7,33330.0,0.11041007821331818,0.1206981505639805,0.12790325457737656,0.13755513428385024,0.14455450323266264,0.01685698371986974,0.03414442501934446,1,Spring,True,True,False,True,True,False
2023-04-06,0.058,0.7,19560.0,0.07265797886658626,0.07804838473907261,0.08227143689335416,0.08432329622833758,0.0911128035165689,0.00627491148926497,0.018454824649982646,0,Spring,True,True,False,True,False,False
2023-04-07,0.049,0.0,14030.0,0.05806823843122976,0.061990601019749,0.06555884817600008,0.06865289896120609,0.07187714534232303,0.00666229794145709,0.013808906911093273,0,Spring,True,False,True,True,False,False
2023-04-08,0.049,0.0,11420.0,0.05303217966803202,0.05641453462601645,0.05939549744188994,0.06257822244322603,0.0665627622975184,0.006163687817209579,0.013530582629486379,0,Spring,True,False,True,True,False,False
2023-04-09,0.048,0.0,9890.0,0.05242196020234302,0.05585734948971211,0.05857214035671836,0.06136093311577668,0.06591573574172283,0.005503583626064568,0.013493775539379804,0,Spring,True,False,True,True,False,False
2023-04-10,0.045,0.0,8510.0,0.055437395760327135,0.05861868971544641,0.06150453182447746,0.06391709797249787,0.06813101309091567,0.005298408257051454,0.012693617330588533,0,Spring,True,False,True,True,False,False
2023-04-11,0.047,0.0,7490.0,0.061834718924496664,0.06564002732992888,0.06844171129355305,0.07171006887536914,0.07497276159445564,0.006070041545440261,0.013138042669958973,0,Spring,True,False,True,True,False,False
2023-04-12,0.048,0.0,7500.0,0.07045128596248505,0.07502523611256763,0.07895293265223126,0.08165983909942383,0.08575994434149356,0.006634602986856197,0.015308658379008508,0,Spring,True,False,True,True,False,False
2023-04-13,0.068,3.9,5540.0,0.09172673446030014,0.09575180611244517,0.1005408239587839,0.10431830966113508,0.1084896027391346,0.008566503548689902,0.01676286827883447,0,Spring,True,True,False,True,False,False
2023-04-14,0.062,1.5,4580.0,0.09754335599951124,0.10452877493023505,0.1086140054148631,0.11177602801231823,0.11914905063401415,0.007247253082083183,0.021605694634502917,0,Spring,True,True,False,True,False,False
2023-04-15,0.153,0.4,4010.0,0.10682369818992779,0.11266791834126529,0.11764826244699389,0.1211559811284886,0.1276005643307262,0.008488062787223319,0.020776866140798406,0,Spring,True,True,False,False,True,False
2023-04-16,0.229,0.0,3000.0,0.11799625925664266,0.1243634063640295,0.12918235781865756,0.1331129888445483,0.13905836057293616,0.008749582480518811,0.021062101316293505,0,Spring,True,False,True,False,True,False
2023-04-17,0.146,0.0,2050.0,0.12833960185200932,0.13356955507733076,0.13750900856377174,0.1419830477466173,0.1467415824729645,0.008413492669286537,0.01840198062095519,1,Spring,True,False,True,False,True,False
2023-04-18,0.128,0.0,2910.0,0.128689114494111,0.1338892817880489,0.13706198650632442,0.1412705184396486,0.14780329700721678,0.007381236651599704,0.019114182513105787,0,Spring,True,False,True,False,True,False
2023-04-19,0.187,62.3,25310.0,0.15131269093833274,0.16507737172115425,0.17151630289666026,0.17952330541670647,0.1877859701423153,0.014445933695552221,0.03647327920398255,1,Spring,True,True,False,True,True,False
2023-04-20,0.1,0.0,9940.0,0.06919281270330943,0.07322269721491768,0.07570818565003094,0.07850512070811784,0.0833415730894816,0.005282423493200156,0.014148760386172174,0,Spring,True,False,True,True,False,False
2023-04-21,0.074,0.0,6880.0,0.04874199687772851,0.05288838346611997,0.05478265022060544,0.05693314536265583,0.06178504013840973,0.00404476189653586,0.013043043260681217,0,Spring,True,False,True,True,False,False
2023-04-22,0.07,1.5,6020.0,0.04987973096494528,0.05435525504877951,0.05658649931797173,0.0597460581448508,0.06323265060558436,0.005390803096071289,0.013352919640639081,0,Spring,True,True,False,True,False,False
2023-04-23,0.091,25.5,13870.0,0.09048782451432427,0.09680957893684819,0.1002475478953504,0.10588182869338328,0.11148741389483124,0.009072249756535089,0.020999589380506972,1,Spring,True,True,False,True,False,False
2023-04-24,0.098,0.6,13820.0,0.06956195801118326,0.07302962089773826,0.07532047111422929,0.07847317858512992,0.08432979548907868,0.005443557687391659,0.014767837477895424,0,Spring,True,True,False,True,False,False
2023-04-25,0.066,1.7,10840.0,0.05929552605351685,0.06327289109170534,0.06532187897750176,0.06878162314749148,0.0736517862760844,0.005508732055786142,0.01435626022256755,1,Spring,True,True,False,True,False,False
2023-04-26,0.057,0.0,8230.0,0.0535125052529039,0.057197180224445344,0.05957373953665178,0.06202653196882399,0.06518991081248014,0.004829351744378645,0.011677405559576241,1,Spring,True,False,True,True,False,False
2023-04-27,0.048,0.0,6200.0,0.05521259328760903,0.05888057582699577,0.061618628333633664,0.06345397509353506,0.06756401602701749,0.004573399266539296,0.012351422739408459,0,Spring,True,False,True,True,False,False
2023-04-28,0.051,0.0,5990.0,0.06118941947580933,0.06444072731960332,0.0669839639118943,0.06912631731669298,0.07281218125459273,0.004685589997089665,0.011622761778783394,0,Spring,True,False,True,True,False,False
2023-04-29,0.08,9.5,10070.0,0.07399458694199516,0.08173955917745396,0.08930237511224517,0.0943486929982965,0.10620743427016671,0.012609133820842541,0.03221284732817155,1,Spring,True,True,False,True,False,False
2023-04-30,0.058,0.0,5730.0,0.059126575533828656,0.06627064326339614,0.07026063808252489,0.07540100300648037,0.0829193085184295,0.009130359743084224,0.02379273298460085,0,Spring,True,False,True,True,False,False
2023-05-01,0.05,0.0,4050.0,0.060400927249416966,0.06523514373823526,0.07159384227224318,0.07610396613637113,0.08285795489926345,0.010868822398135872,0.022457027649846487,0,Spring,True,False,True,False,False,False
2023-05-02,0.064,0.0,3560.0,0.058609075994633116,0.06661657941742463,0.07292404975654584,0.07776454898229265,0.08973358342478409,0.011147969564868021,0.031124507430150973,1,Spring,True,False,True,False,False,False
2023-05-03,0.058,0.0,3790.0,0.06403504492538843,0.07103951013238126,0.07643503082750705,0.08100916696918263,0.08712325348568183,0.009969656836801372,0.023088208560293394,0,Spring,True,False,True,False,False,False
2023-05-04,0.059,0.0,3270.0,0.06356791072389478,0.0712358986877935,0.0775507830813813,0.08151128658493154,0.08916273992437629,0.010275387897138041,0.025594829200481506,0,Spring,True,False,True,False,False,False
2023-05-05,0.062,0.0,2950.0,0.06683951132531894,0.07348456921367356,0.07794194965520351,0.08397923265622606,0.09133948443344364,0.010494663442552496,0.024499973108124698,0,Spring,True,False,True,False,False,False
2023-05-06,0.111,105.7,19590.0,0.10174317018043415,0.11757724947644005,0.12901554135851978,0.13964195368754564,0.15212215160825668,0.022064704211105596,0.05037898142782253,1,Spring,True,True,False,True,True,False
2023-05-07,0.118,14.2,26870.0,0.08181328940482334,0.08892501582401678,0.0960730468937199,0.10295663015036363,0.1104604466203878,0.01403161432634685,0.02864715721556446,0,Spring,True,True,False,True,True,False
2023-05-08,0.064,0.0,15750.0,0.05204535835496265,0.05604061337735623,0.060597473295834,0.06474227559161569,0.0705843607399413,0.008701662214259456,0.018539002384978652,1,Spring,True,False,True,True,False,False
2023-05-09,0.051,0.2,12880.0,0.04383919707235436,0.0480104912189142,0.05177949630474077,0.056504403299208146,0.06147404371366561,0.008493912080293944,0.01763484664131125,1,Spring,True,True,False,True,False,False
2023-05-10,0.075,20.0,17070.0,0.06444082455840058,0.07235510565110015,0.0780560278587194,0.08249997513626578,0.09189919240207907,0.01014486948516563,0.027458367843678486,1,Spring,True,True,False,True,False,False
2023-05-11,0.081,10.1,18480.0,0.0657116657559055,0.07373983593103611,0.080631088241147,0.08567698303470465,0.09165378870579326,0.011937147103668541,0.025942122949887764,1,Spring,True,True,False,True,False,False
2023-05-12,0.058,0.1,12500.0,0.04770094167827783,0.05358764796110865,0.05851376548467466,0.06136736801456624,0.06808512535566147,0.0077797200534575894,0.020384183677383635,1,Spring,True,True,False,True,False,False
2023-05-13,0.056,0.0,10060.0,0.04123392292025934,0.045618502126316185,0.04952772742970035,0.0528387709176356,0.059521421372483625,0.007220268791319415,0.018287498452224285,1,Spring,True,False,True,True,False,False
2023-05-14,0.056,0.2,9090.0,0.04228675503870082,0.04731695512370428,0.05116424225045778,0.054161258136904866,0.059697013463122645,0.006844303013200589,0.017410258424421822,1,Spring,True,True,False,True,False,False
2023-05-15,0.051,0.0,7540.0,0.04310193446557798,0.04797447033608354,0.05174951302351409,0.054167806628508584,0.06018283644674024,0.006193336292425043,0.017080901981162258,1,Spring,True,False,True,True,False,False
2023-05-16,0.052,0.0,7380.0,0.045390695017787364,0.05094229899720211,0.053970164914303426,0.05790117952259106,0.062283878880695004,0.006958880525388948,0.01689318386290764,1,Spring,True,False,True,True,False,False
2023-05-17,0.078,4.8,9950.0,0.059629692581553775,0.0670094109602541,0.07164573852880407,0.07833214644155306,0.08422561420184085,0.01132273548129896,0.02459592162028708,1,Spring,True,True,False,True,False,False
